Date,"A001, Bicentennial Bikeway, Auchenflower  _Pedestrian","A001, Bicentennial Bikeway, Auchenflower  _Cyclist","A019, Bicentennial Bikeway, Milton  _Pedestrian","A019, Bicentennial Bikeway, Milton  _Cyclist","A002, Bishop Street, Kelvin Grove  _Pedestrian","A002, Bishop Street, Kelvin Grove  _Cyclist","A023, Botanic Gardens, City  _Pedestrian","A023, Botanic Gardens, City  _Cyclist","A003, Ekibin Park, Greenslopes  _Pedestrian","A003, Ekibin Park, Greenslopes  _Cyclist","A004, Eleanor Schonell Br Cyclists, St Lucia  _Cyclist","A004, Eleanor Schonell Br Pedestrians, St Lucia  _Pedestrian","A005, Go Between Br Cyclists, South Brisbane   _Cyclist","A005, Go Between Br Pedestrians, South Brisbane  _Pedestrian","A006, Granville St Bridge, Herston  _Pedestrian","A006, Granville St Bridge, Herston  _Cyclist","A020, Gympie Rd (Marchant Park), Chermside  _Pedestrian","A020, Gympie Rd (Marchant Park), Chermside  _Cyclist","A007, Jack Pesch Bridge, Indooroopilly_Pedestrian","A007, Jack Pesch Bridge, Indooroopilly_Cyclist","A008, Kangaroo Point Bikeway, Kangaroo Point  _Pedestrian","A008, Kangaroo Point Bikeway, Kangaroo Point  _Cyclist","A009, Kedron Brook Bikeway, Lutwyche  _Pedestrian","A009, Kedron Brook Bikeway, Lutwyche  _Cyclist","A010, Kedron Brook Bikeway, Mitchelton  _Pedestrian","A010, Kedron Brook Bikeway, Mitchelton  _Cyclist","A011, Lambert Rd, Indooroopilly  _Cyclist","A021, Lores Bonney Riverwalk, Hamilton  _Pedestrian","A021, Lores Bonney Riverwalk, Hamilton  _Cyclist","A018, Macquarie Street, St Lucia  _Pedestrian","A018, Macquarie Street, St Lucia  _Cyclist","A017, Norman Creek Bridge, Norman Park  _Pedestrian","A017, Norman Creek Bridge, Norman Park  _Cyclist","A012, North Brisbane Bikeway (Mann Park), Windsor  _Pedestrian","A012, North Brisbane Bikeway (Mann Park), Windsor  _Cyclist","A013, Riverwalk, Newfarm  _Pedestrian","A013, Riverwalk, Newfarm  _Cyclist","A014, Schulz Canal Bridge, Nundah  _Pedestrian","A014, Schulz Canal Bridge, Nundah  _Cyclist","A022, Stanley Street, South Brisbane  _Cyclist","A016, Story Bridge East, Kangaroo Point  _Pedestrian","A016, Story Bridge East, Kangaroo Point  _Cyclist","A016, Story Bridge West, Kangaroo Point _Pedestrian","A016, Story Bridge West, Kangaroo Point _Cyclist","A024, Land Bridge ICB, Spring Hill  _Pedestrian","A024, Land Bridge ICB, Spring Hill  _Cyclist","A025, Maritime Museum, South Brisbane  _Pedestrian","A025, Maritime Museum, South Brisbane  _Cyclist","A026, Annerley Rd, South Brisbane  _Cyclist","A027, Kurilpa Bridge Tank Street, Brisbane City  _Cyclist","A028, Indooroopilly Riverwalk, Indooroopilly _Pedestrian","A028, Indooroopilly Riverwalk, Indooroopilly _Cyclist","A029, Lytton Road, East Brisbane _Cyclist","A200,_Cyclist City Link Cycleway (Edward St - Charlotte to Mary), City","A200,_Scooter City Link Cycleway (Edward St - Charlotte to Mary), City","A201,_Cyclist City Link Cycleway (Elizabeth St - Creek to Edward), City","A202,_Cyclist City Link Cycleway (Elizabeth St - Edward to Albert), City","A202,_Scooter City Link Cycleway (Elizabeth St - Edward to Albert), City","A203,_Cyclist City Link Cycleway (Victoria Bridge), City","A203,_Scooter City Link Cycleway (Victoria Bridge), City"
"Wednesday, 29 September 2021",,,1832,3088,421,144,1967,1560,370,156,1259.78498,1124,750,1177,370,393,98,9,684,576,1626,821,708,580,220,121,,1201,567,929,693,306,19,346,478,1136,434,186,150,877,436,594,591,399,470,811,,,564,717,511,615,439,,,356,379,374,398,661
"Thursday, 30 September 2021",,,1276,1680,305,75,1606,940,182,97,793.366133,900,499,725,349,419,88,20,238,163,1201,456,537,363,172,94,,876,285,506,365,230,8,243,289,721,305,151,26,546,341,410,433,267,360,470,,,367,393,313,219,236,,,283,322,326,282,654
"Friday, 1 October 2021",,,1425,1559,359,94,1690,880,301,182,758.9847716,875,588,693,224,296,68,8,374,287,1406,475,697,350,212,92,,1127,316,652,340,332,8,226,217,959,302,216,67,480,351,336,538,238,392,301,,,358,368,389,323,222,,,1315,309,297,317,645
"Saturday, 2 October 2021",,,2109,2951,830,110,3198,1925,321,226,914.0252506,821,673,1387,470,161,179,12,787,816,2760,1107,1147,905,315,188,,1790,1003,793,774,302,14,262,459,2282,855,150,145,614,541,615,783,343,467,564,,,462,519,739,1022,323,,,348,345,372,317,758
"Sunday, 3 October 2021",,,1846,2876,386,129,2821,1865,270,311,995.7620721,865,989,1370,234,171,122,27,701,761,2769,1103,718,1097,317,186,,1806,1034,849,755,292,27,204,429,2251,889,165,42,592,462,562,772,376,490,515,,,423,524,808,1087,307,,,266,306,324,280,668
"Monday, 4 October 2021",,,1755,2800,334,183,2088,2077,260,367,954.8936613,724,539,1245,370,441,124,25,474,728,2757,1113,712,1093,317,180,,1893,1056,915,707,322,29,190,450,1966,959,121,87,531,466,572,484,384,415,479,,,391,498,777,868,324,,,207,265,228,251,486
"Tuesday, 5 October 2021",,,1749,3755,465,175,1788,1889,427,187,1706.093974,1350,636,1412,422,498,141,18,678,656,1972,1033,903,746,276,170,,1586,670,1100,828,563,26,340,578,1678,571,64,10,1057,429,710,537,478,781,1008,,,767,863,668,729,536,,,395,367,428,385,534
"Wednesday, 6 October 2021",,,1933,3977,483,155,2168,1950,476,212,1776.154106,1699,703,1442,367,451,129,27,929,813,2185,1098,932,882,270,148,,1632,755,1189,919,545,21,396,649,1802,593,119,4,1144,481,786,629,556,750,1084,,,824,900,817,801,1366,,,387,136,689,524,629
"Thursday, 7 October 2021",,,1756,3779,502,142,2120,1928,369,185,1689.227645,1686,686,1365,389,436,116,25,837,703,1925,1021,850,729,289,189,,1450,709,892,831,502,19,350,608,1535,532,85,16,1059,357,716,562,471,783,1030,,,773,838,687,778,595,,,377,457,318,,
"Friday, 8 October 2021",,,1646,3799,422,134,2063,1977,305,237,1531.592347,1322,577,1501,320,405,93,12,914,895,1966,1043,758,731,291,152,,1635,739,908,849,442,28,306,513,1418,589,158,78,1022,444,709,609,407,643,839,,,786,758,671,762,535,,,394,414,427,342,514
"Saturday, 9 October 2021",,,1440,3138,722,133,2696,1878,236,273,1029.494729,1132,612,1609,445,179,129,25,742,948,2669,1130,1179,970,252,126,,1708,1010,892,753,327,16,234,457,2116,872,24,2,664,391,672,785,411,463,553,,,511,499,744,1077,371,,,290,111,617,366,780
"Sunday, 10 October 2021",,,1505,3366,502,151,3252,2028,229,341,1232.539373,1121,665,1484,430,218,124,25,759,975,3292,1279,815,1126,339,217,,1883,1146,853,932,304,20,234,557,2182,943,32,36,656,1253,738,832,375,457,666,,,513,604,819,1233,352,,,267,463,95,326,598
"Monday, 11 October 2021",1198,1533,,,478,192,2028,1955,244,194,1533.538462,1513,607,1232,,143,115,19,663,566,1869,992,888,720,273,178,,1419,692,848,742,499,21,377,593,1305,532,59,48,977,349,807,488,447,811,990,,,708,829,632,689,611,,,385,496,359,472,524
"Tuesday, 12 October 2021",1362,1598,,,409,93,1631,1088,399,93,993.1672524,1679,685,674,294,292,64,8,333,226,1332,501,726,306,175,68,,1020,299,897,408,363,13,327,321,1032,230,87,12,651,294,417,591,308,452,600,,,487,455,513,331,309,,,278,351,298,334,471
"Wednesday, 13 October 2021",1831,3159,,,488,135,2235,1714,434,160,1571.812053,1823,778,1219,,,102,25,690,584,2024,917,896,647,268,117,,1406,588,991,792,476,21,374,537,1245,497,181,42,1013,444,736,597,434,894,924,,,670,799,659,684,571,,,418,439,338,473,602
"Thursday, 14 October 2021",1041,1015,,,294,44,1184,479,175,78,640.2717688,1487,556,458,,,61,5,272,128,983,285,399,159,121,32,,777,212,580,276,305,6,184,154,507,153,67,4,394,248,235,462,186,280,237,3057,1233,309,231,390,158,147,,,263,333,217,240,456
"Friday, 15 October 2021",1417,2599,,,401,122,2089,1423,291,178,1304.54562,1330,741,1297,,,79,16,551,493,1715,844,655,508,251,104,,1233,504,887,646,469,13,260,389,1328,419,58,4,864,502,613,531,397,646,697,4470,2858,641,681,551,540,441,,,381,418,399,484,696
"Saturday, 16 October 2021",,,,,855,186,3124,1841,406,338,1128.746583,1244,705,1537,,,102,20,924,875,2958,1084,1324,880,292,207,,1497,948,995,857,356,12,249,305,2406,898,48,3,681,509,652,930,388,457,461,6329,2553,514,506,845,874,317,,,133,366,371,327,665
"Sunday, 17 October 2021",,,,,524,176,3112,2186,361,342,2626.606274,1536,684,1416,,,107,14,857,850,3360,1252,954,1158,393,286,,2084,1131,1185,908,386,15,258,399,2550,1056,47,27,794,518,626,936,373,510,562,6217,2716,663,538,882,1183,363,,,104,344,282,305,530
"Monday, 18 October 2021",445,847,,,321,130,1521,1277,252,149,1170.263699,1252,462,909,,,81,16,464,421,1278,650,565,527,178,97,,860,408,672,568,355,14,269,410,786,367,111,7,758,688,183,398,349,587,738,3315,2616,593,592,504,411,487,,,152,383,328,396,444
"Tuesday, 19 October 2021",2082,3279,,,550,157,2451,1960,426,182,1643.8183,1857,763,1334,,,119,15,699,563,2173,1063,1080,718,289,142,,1608,673,1174,772,519,28,434,603,1739,492,38,7,1090,990,314,716,452,927,970,4956,3541,748,817,696,620,607,,,167,461,399,508,604
"Wednesday, 20 October 2021",1763,3966,,,520,161,2493,2028,402,188,1851.403879,1561,711,1528,,,103,34,770,848,2003,1089,973,859,292,148,,1466,722,973,956,492,25,401,695,1487,530,210,53,1143,1141,,612,501,883,1159,4747,4062,830,968,692,828,642,,,197,448,442,546,581
"Thursday, 21 October 2021",1374,2810,,,471,146,2094,1619,322,137,1399.905245,1582,492,1119,,,80,17,616,553,1551,761,720,603,185,138,582,1146,533,854,621,407,17,352,581,1056,446,29,4,999,994,,474,392,661,869,4041,3071,689,769,515,592,540,,,178,535,232,470,569
"Friday, 22 October 2021",1389,2741,,,383,129,2007,1419,266,122,1295.463751,1455,568,1279,,,92,20,722,705,1667,765,706,580,204,125,523,1136,443,1004,699,425,24,275,446,866,395,47,16,898,1162,,558,351,590,678,4265,2814,693,644,609,640,443,,,195,701,105,471,658
"Saturday, 23 October 2021",1409,2897,,,860,120,2482,1515,168,244,1045.063647,1070,551,1315,,,103,13,826,793,2633,1075,1280,823,251,144,615,1415,839,774,805,309,10,269,383,1566,657,31,2,597,1079,,769,327,417,472,5130,2554,482,505,690,943,318,,,102,455,133,325,634
"Sunday, 24 October 2021",1701,2939,,,345,113,1834,1828,227,241,1114.475075,878,598,1309,,,106,14,551,851,2459,1146,749,1003,264,194,662,1568,937,874,865,282,11,233,386,1930,898,51,14,640,1193,,680,340,416,485,4760,2764,480,471,854,1058,319,,,122,409,133,273,613
"Monday, 25 October 2021",1494,2670,,,431,152,1763,1696,231,163,1331.142522,1414,503,1048,,,113,15,589,498,1609,897,713,584,197,134,522,1101,517,819,630,473,18,334,556,1036,425,25,2,866,845,,444,432,637,929,3815,3073,635,755,599,553,532,,,158,549,228,431,575
"Tuesday, 26 October 2021",1856,3368,,,518,118,2182,1855,278,172,1612.680463,1616,549,1329,,,157,14,742,647,1943,1009,981,677,240,167,702,1529,674,1002,811,607,10,467,581,1171,514,122,19,1095,1086,,604,454,768,1015,4441,3624,757,868,676,668,644,,,166,632,278,,
"Wednesday, 27 October 2021",1888,3811,,,567,158,2064,2173,235,182,1800.156189,1556,501,1440,,,119,40,788,778,1983,1236,929,771,233,154,847,1543,728,953,947,508,22,482,703,1571,612,266,29,1191,1137,,603,518,962,1042,4693,4185,813,878,720,863,636,,,203,647,310,,
"Thursday, 28 October 2021",1494,3209,,,375,150,1768,1854,167,208,1571.163348,1376,464,1443,,,112,19,665,700,1749,943,671,622,178,176,751,1342,632,749,772,370,15,315,582,1157,487,25,5,1030,837,,447,433,656,874,4526,3411,744,797,704,608,517,,,170,536,421,236,547
"Friday, 29 October 2021",1192,2259,,,420,106,2030,1626,211,235,825.1526747,812,327,1062,,,89,13,621,716,1949,854,671,814,238,144,635,1470,754,792,653,253,5,272,383,1103,689,,,536,840,,735,288,425,451,,,392,458,705,776,232,,,115,370,257,239,615
"Saturday, 30 October 2021",1114,2088,,,593,76,1874,1276,196,177,784.284264,694,444,1066,,,95,10,498,659,1895,775,832,669,200,144,469,1158,600,644,557,203,8,164,240,1357,615,,,484,797,,584,251,267,328,,,372,339,586,772,223,,,139,310,306,232,613
"Sunday, 31 October 2021",1697,2378,,,550,128,2744,1516,259,259,864.7236756,1056,567,1035,,,140,16,763,644,2609,836,942,887,307,223,468,1842,754,948,681,322,7,295,368,1916,769,,,479,882,,1032,282,379,417,,,348,396,799,739,258,,,82,291,229,123,139
"Monday, 1 November 2021",1879,2944,,,595,178,2253,1733,403,216,1366.172589,1332,570,1182,,,109,23,650,526,2050,951,897,695,263,146,533,1520,588,1024,681,510,26,432,649,1281,558,,,962,1010,,720,465,597,989,,,666,744,680,545,571,,,170,491,325,,
"Tuesday, 2 November 2021",,,,,559,175,2228,1935,347,196,1626.303267,1376,610,1474,,,105,18,816,797,2038,1059,887,769,230,204,782,1428,721,1099,831,556,24,446,751,1178,551,,,1092,1174,,665,504,654,1111,,,783,950,674,818,624,,,196,562,406,334,423
"Wednesday, 3 November 2021",,1810,,,567,142,2339,2025,474,179,1578.947807,1384,678,1522,,,118,22,845,768,2094,1025,910,777,250,162,566,1581,657,1097,793,502,29,411,726,1503,567,,,1160,1338,,661,481,828,1174,,,763,922,733,869,612,,,169,525,371,453,623
"Thursday, 4 November 2021",,3664,,,535,173,2285,2157,429,218,1587.380971,1483,577,1534,,,118,16,851,780,2281,1048,937,780,258,152,,1423,746,997,780,542,23,460,715,1539,604,,,1101,1176,,712,523,1001,1082,,,788,930,683,856,641,,,177,537,398,496,742
"Friday, 5 November 2021",,,,,471,120,2167,1698,342,225,1340.873096,1276,466,1462,,,100,23,874,798,1839,977,683,706,239,168,,1292,599,850,724,453,29,371,506,1154,512,,,983,1130,,593,409,773,802,,,662,852,666,710,511,,,166,545,398,447,705
"Saturday, 6 November 2021",1440,2564,,,839,138,2679,1723,361,285,960.7320057,1046,556,1305,,,128,18,748,805,2921,1078,1121,926,204,201,,1450,935,914,727,279,19,252,430,1730,726,,,651,933,,735,329,694,524,,,467,589,670,805,307,,,,371,371,318,737
"Sunday, 7 November 2021",,,,,514,152,2530,1548,153,331,1024.305089,977,503,1175,,,89,11,756,844,2434,984,843,988,205,168,,1753,665,890,767,357,16,400,414,1446,657,,,645,880,,774,279,593,501,,,457,487,824,985,287,,,,322,278,273,515
"Monday, 8 November 2021",,,,,441,87,1977,1088,298,109,937.3786281,1325,534,878,,,99,14,391,228,1541,632,571,412,206,94,,1300,332,763,484,435,20,296,392,486,249,,,709,955,,551,351,506,585,,,506,507,588,295,362,,,,417,293,346,455
"Tuesday, 9 November 2021",,,,,576,183,2398,2199,217,220,1568.568528,1426,546,1563,,,126,24,836,749,2128,1199,977,942,285,208,,1596,763,903,831,628,15,480,701,1148,575,,,1108,1234,,574,531,815,1136,,,765,950,784,724,691,,,,536,395,538,624
"Wednesday, 10 November 2021",,,,,459,103,1936,1703,102,172,1301.302096,1306,412,1188,,,87,15,668,605,1615,908,726,598,171,101,,1312,521,753,649,438,11,364,541,991,422,,,1006,1102,,476,434,709,865,,,712,763,666,651,602,,,,497,379,457,670
"Thursday, 11 November 2021",,,,,341,114,1358,1362,138,120,1122.259534,1212,357,1014,,,76,14,431,479,1388,687,540,493,164,103,452,988,427,571,554,358,22,268,441,690,321,,,858,979,,389,358,515,651,3308,2643,598,635,476,484,474,,,,412,295,361,522
"Friday, 12 November 2021",1409,2529,,,279,61,1453,806,127,81,668.8147859,1196,580,685,,,78,12,379,222,,,395,258,147,49,291,967,287,636,364,306,12,184,251,648,161,,,525,770,,425,281,333,395,3597,1743,378,388,402,198,244,,,,382,386,314,664
"Saturday, 13 November 2021",1481,2280,,,930,134,2955,1540,459,252,863.4262658,987,606,1297,,,102,5,834,835,,,1248,756,296,178,615,1541,764,1067,657,365,12,297,350,2395,658,,,689,911,,909,308,557,413,5680,2541,515,485,601,781,323,,,,364,384,291,809
"Sunday, 14 November 2021",,,,,580,192,2760,1940,443,353,1096.960042,858,597,1296,,,133,28,842,1034,,,954,1015,308,238,,1721,1148,1070,864,428,27,289,442,2529,909,,,641,1105,,897,364,568,598,5593,2729,477,597,824,1262,354,,,,317,266,243,605
"Monday, 15 November 2021",,,,,570,166,2043,1948,425,208,1462.829624,1115,525,1299,,,127,20,522,553,,,960,787,264,184,597,1476,683,991,729,499,36,397,681,1801,516,,,1031,1207,,532,472,931,1046,4091,3624,706,817,835,655,610,,,,451,332,448,652
"Tuesday, 16 November 2021",,,,,572,194,2240,2298,403,199,1678.848367,1296,526,1563,,,116,18,799,794,,,1103,782,285,197,755,1619,794,991,930,527,26,461,769,1681,636,,,1175,1189,,542,529,1002,1186,4415,4332,843,1024,791,714,680,,,293,440,510,517,721
"Wednesday, 17 November 2021",,,,,497,159,2273,1939,259,225,1567.919823,1265,488,1432,,,102,21,759,741,,,875,795,235,135,776,1314,636,885,817,456,27,464,618,1155,495,,,1085,1065,,563,508,815,1113,4144,3905,761,904,726,925,640,,,447,555,395,491,702
"Thursday, 18 November 2021",,,,,477,135,2235,1819,364,205,1368.118704,1312,464,1336,,,97,12,634,578,,,825,598,234,136,603,1305,560,809,715,443,31,368,596,1306,433,,,1008,952,,623,469,637,974,3978,3422,653,811,723,599,518,,,438,573,343,461,669
"Friday, 19 November 2021",,,,,403,136,2121,1951,352,221,1381.741507,1117,535,1509,,,92,30,914,841,,,677,762,253,176,890,1379,677,776,735,423,23,363,588,1487,607,,,1043,1109,,594,471,990,881,4449,3638,723,856,623,717,575,,,356,579,357,495,881
"Saturday, 20 November 2021",,,,,705,133,2787,1630,279,221,836.8293635,656,602,1314,,,117,19,699,809,,,1066,818,270,179,729,1453,894,659,722,265,20,247,329,1738,748,,,644,873,,762,358,493,445,6193,2608,482,479,682,797,314,,,284,372,309,305,786
"Sunday, 21 November 2021",,,,,547,188,2684,1910,120,266,951.0014317,772,403,1346,,,122,10,664,894,,,981,1054,262,239,659,1785,1111,810,799,304,10,302,396,1760,837,,,644,898,,802,390,598,503,5029,2653,464,496,795,950,276,,,260,371,222,294,610
"Monday, 22 November 2021",,,,,375,78,,,239,102,675.3018352,940,529,584,,,85,14,326,234,,,686,334,196,96,302,1197,356,581,273,336,9,227,322,693,227,,,469,651,,531,265,392,520,2663,1726,300,371,406,263,290,,,247,333,197,258,426
"Tuesday, 23 November 2021",,,,,355,107,,,300,87,969.1651699,1059,445,821,,,75,7,364,352,,,491,497,167,101,423,716,413,514,412,306,22,251,506,925,370,,,640,820,,332,307,562,796,2560,2531,472,683,339,373,449,,,285,319,245,300,457
"Wednesday, 24 November 2021",,,,,428,98,,,203,131,877.0490694,1078,458,837,,,114,16,388,279,,,635,471,224,117,336,1176,299,651,415,392,37,325,463,894,242,,,625,849,,456,316,215,680,3193,2158,444,532,289,344,351,,,318,394,333,355,614
"Thursday, 25 November 2021",,,,,289,74,,,185,68,782.9868541,923,475,767,,,63,17,424,343,,,359,264,135,53,442,931,269,514,312,262,13,213,320,510,179,,,535,684,,457,265,226,532,2408,1882,383,462,360,309,346,,,279,292,243,258,523
"Friday, 26 November 2021",,,406,645,347,78,,,133,106,733.6852792,931,369,686,,,56,17,363,256,,,473,378,163,75,326,965,274,594,318,258,34,209,287,817,259,,,546,811,,448,243,237,417,3187,1773,376,399,394,288,322,,,349,409,365,323,799
"Saturday, 27 November 2021",,,1552,2348,847,91,,,152,234,776.4998048,769,414,1228,,,110,12,744,661,,,1188,714,204,184,,1519,645,678,646,324,24,241,339,1551,579,,,533,927,,740,325,343,394,4725,2099,410,481,610,752,288,,,252,300,306,256,706
"Sunday, 28 November 2021",,,1658,2982,529,171,,,170,329,984.7340882,661,583,1196,,,135,24,783,896,,,844,921,211,198,,1889,950,891,794,289,17,228,409,1792,786,,,627,831,,865,359,447,468,5189,2598,488,573,843,1056,334,,,239,334,256,262,690
"Monday, 29 November 2021",,,1589,3473,542,161,,,199,213,1452.450345,1169,391,1234,,,121,18,647,537,,,834,816,213,200,,1425,598,895,708,457,29,409,628,1065,527,,,993,1029,,581,488,708,1001,3621,3436,678,838,565,615,653,,,435,477,351,381,636
"Tuesday, 30 November 2021",,,539,769,80,30,,,79,30,369.1131069,627,334,240,,,27,3,92,79,,,64,60,38,11,167,259,81,212,112,133,5,99,136,276,76,,,252,279,,235,127,174,259,,,166,176,113,120,144,,,169,170,96,177,224
"Wednesday, 1 December 2021",,,1388,1153,280,42,,,320,69,553.9940128,948,551,489,,,77,10,323,160,,,110,94,187,60,208,887,178,618,224,314,17,192,192,698,157,,,389,560,,406,175,,,,,253,257,445,187,229,,,230,291,161,262,399
"Thursday, 2 December 2021",,,1934,3101,409,123,,,292,148,1201.401536,1223,433,1237,,,116,16,568,507,,,636,491,188,106,483,,,737,649,381,35,325,491,1029,433,,,862,1168,,410,452,363,390,,,620,706,695,498,475,,,370,511,343,442,651
"Friday, 3 December 2021",,,1518,3628,425,130,,,275,182,1294.166341,978,626,1541,,,183,22,852,846,,,711,762,161,174,737,,,835,765,381,49,358,554,1262,521,,,872,1201,,498,381,,,,,680,795,752,671,569,,,446,550,405,428,766
"Saturday, 4 December 2021",,,1254,2670,640,88,,,290,242,855.6418066,597,563,1273,,,229,34,657,748,,,1117,758,238,156,666,,,669,634,261,20,254,350,1439,685,,,651,829,,615,290,435,460,,,488,475,611,780,282,,,247,298,250,279,605
"Sunday, 5 December 2021",,,1413,2478,573,142,,,281,273,886.1309384,736,428,1086,,,114,17,767,753,,,825,872,239,170,545,,,862,783,352,19,284,349,1553,743,,,547,920,,835,346,538,445,,,393,420,764,912,305,,,219,317,279,230,531
"Monday, 6 December 2021",,,1619,3105,510,136,2201,1665,365,236,1264.974619,1118,442,1124,,,119,18,574,534,,,917,763,247,175,527,1422,588,849,590,353,30,440,584,1161,465,,,906,953,,538,440,594,905,,,609,743,591,668,481,,,337,411,291,415,702
"Tuesday, 7 December 2021",,,1730,3912,528,141,2322,2121,350,220,1531.592347,1245,484,1456,,,119,16,714,687,,,934,770,231,187,666,1639,761,839,769,339,35,449,703,1279,574,,,1031,1277,,482,489,700,1095,,,725,913,664,767,635,,,430,558,429,514,792
"Wednesday, 8 December 2021",,,1232,3061,374,112,1866,1545,266,109,1206.591175,927,393,1218,,,94,24,577,597,,,478,585,206,115,632,1018,538,542,555,324,25,307,483,765,455,,,892,1196,,750,464,568,820,,,611,704,498,607,467,,,397,462,338,411,643
"Thursday, 9 December 2021",,,1781,3026,415,105,2286,1707,279,150,1187.778732,996,554,1306,,,167,20,495,526,,,705,611,238,120,582,1088,554,709,574,320,33,292,434,1031,470,,,889,916,,513,404,593,741,,,578,662,450,525,465,,,338,386,357,409,684
"Friday, 10 December 2021",,,1449,2760,414,101,2326,1575,330,145,1089.824287,931,363,1279,,,160,12,534,511,,,382,467,206,115,499,1250,560,684,569,307,26,295,420,1177,520,,,819,1374,,602,361,565,617,,,611,642,523,546,397,,,375,495,389,396,822
"Saturday, 11 December 2021",,,1556,2678,775,108,2958,1486,349,188,838.7754783,666,584,1296,,,103,16,661,759,,,1310,738,277,160,599,1458,743,768,705,257,10,270,327,1781,664,,,592,957,,824,340,419,466,,,462,469,608,767,310,,,272,320,335,289,709
"Sunday, 12 December 2021",,,1505,2801,483,136,2984,1653,284,242,930.2428739,725,586,1306,,,111,36,717,831,,,860,876,298,248,617,1672,972,829,771,264,20,232,367,1734,756,,,639,902,,801,335,405,428,,,482,437,641,859,308,,,245,313,237,251,612
"Monday, 13 December 2021",,,1778,3195,570,204,2759,1914,378,209,1317.519719,1172,544,1232,,,130,21,571,490,,,819,617,287,192,491,1532,636,897,659,380,37,400,635,1414,521,,,919,940,,454,442,716,943,,,682,736,707,561,550,,,352,435,417,409,794
"Tuesday, 14 December 2021",,,2002,3983,504,135,2787,2272,374,201,1404.44618,1024,661,1522,,,121,20,710,684,,,942,734,283,163,719,1516,741,929,805,339,33,442,624,1314,598,,,1035,995,,396,487,934,994,3271,1986,706,844,646,623,629,,,409,523,450,435,896
"Wednesday, 15 December 2021",,,1799,3740,468,140,2926,2103,349,200,1336.980867,964,613,1485,,,187,34,693,702,,,764,764,301,155,706,1258,729,860,723,350,40,443,631,1416,567,,,987,882,,470,513,691,941,4215,3676,699,806,571,684,572,,,396,508,408,421,936
"Thursday, 16 December 2021",,,1625,3292,406,138,2399,1880,258,171,1272.759078,991,619,1406,,,179,17,632,637,,,812,680,257,172,635,1228,657,699,712,329,20,357,575,1203,551,,,959,820,,463,452,626,875,4186,3332,685,727,892,611,516,,,387,483,405,488,908
"Friday, 17 December 2021",,,1237,2907,362,123,2323,1542,240,157,987.328908,862,516,1214,,,85,17,670,680,,,560,579,197,133,645,1148,554,594,633,290,17,267,456,1040,475,,,772,829,,448,321,552,675,4053,2807,546,629,485,545,436,,,401,494,361,450,811
"Saturday, 18 December 2021",,,1156,2362,726,110,2882,1441,250,209,777.1485097,521,574,1252,,,106,14,591,751,,,998,740,211,135,574,1636,763,600,610,249,14,215,331,1625,659,,,562,692,,512,298,530,425,5860,2197,410,460,500,767,293,,,265,362,294,307,814
"Sunday, 19 December 2021",,,1149,2415,458,96,2796,1521,230,236,889.3744631,582,558,1112,,,87,23,802,776,,,720,888,255,190,660,1551,884,713,781,273,23,246,385,1584,723,,,546,798,,583,313,526,476,5497,2335,398,450,732,770,283,,,193,295,261,265,719
"Monday, 20 December 2021",,,1299,2736,440,164,2072,1683,244,156,962.6781205,680,573,992,,,133,33,450,473,,,692,644,240,167,472,1348,655,562,525,266,23,394,536,1247,478,,,825,712,,385,362,615,752,3987,2777,562,576,508,509,441,,,369,398,449,364,801
"Tuesday, 21 December 2021",,,1339,3166,429,115,2211,1656,224,213,1018.466745,667,596,1261,,,120,25,572,737,,,667,655,244,176,598,1212,663,653,633,296,27,343,580,1242,526,,,837,747,,466,491,562,842,4227,3091,573,709,530,686,438,,,316,420,379,397,840
"Wednesday, 22 December 2021",,,1380,2828,453,115,1977,1499,213,193,914.0252506,574,554,,,,246,35,664,706,,,1254,586,377,162,669,1315,643,657,602,294,23,327,483,1136,430,,,748,669,,499,432,593,704,4211,2924,548,614,574,649,383,,,346,396,432,366,934
"Thursday, 23 December 2021",,,928,2370,355,93,1934,1224,161,185,723.9547052,458,410,,,,90,17,606,630,,,409,499,190,156,616,1094,607,483,472,222,8,252,371,886,422,,,639,537,,427,300,445,525,3403,2274,463,481,534,577,319,,,275,400,342,360,746
"Friday, 24 December 2021",,,934,1732,281,86,1697,893,198,119,554.6427177,418,286,,,,83,13,577,565,,,579,490,174,111,547,1051,500,458,447,228,19,210,253,806,330,,,425,534,,393,182,337,314,2925,1838,320,363,509,437,261,,,201,285,318,229,706
"Saturday, 25 December 2021",,,546,953,475,42,1380,678,113,115,362.6260575,316,171,,,,73,5,359,274,,,685,297,133,96,271,1011,341,300,256,122,4,104,135,586,319,,,192,204,,226,106,216,122,2190,796,130,206,370,286,93,,,60,89,121,104,333
"Sunday, 26 December 2021",,,1173,1745,334,69,3061,1208,276,235,608.4852271,581,310,,,,134,16,649,605,,,802,596,193,151,455,1753,706,605,529,314,15,215,255,1559,608,,,385,551,,518,258,397,272,4216,1661,280,338,1029,636,231,,,173,214,397,230,804
"Monday, 27 December 2021",,,1304,2211,421,103,2798,1457,389,215,662.9764415,660,371,,,,117,27,670,671,,,547,772,261,218,606,1730,716,761,570,255,12,212,307,1316,658,,,448,771,,640,262,341,342,4644,1970,351,390,851,752,202,,,158,201,292,215,749
"Tuesday, 28 December 2021",,,1478,1273,414,89,3390,1210,348,205,487.8261096,639,444,,,,104,15,539,342,,,866,583,244,131,266,1624,512,693,370,301,16,225,175,1530,527,,,283,661,,754,218,378,208,3073,910,224,300,796,503,147,,,214,308,481,265,975
"Wednesday, 29 December 2021",,,1530,2596,499,118,3519,1945,407,310,914.0252506,620,415,,,,111,26,815,791,,,848,981,254,204,678,1928,866,774,691,333,18,349,405,1599,750,,,555,911,,720,317,524,498,3875,1311,397,501,771,971,328,,,226,347,464,269,1032
"Thursday, 30 December 2021",,,,,534,148,3651,1677,418,312,769.3640505,601,447,,,,130,16,745,587,,,832,972,222,219,487,1810,846,741,607,303,20,305,397,1800,792,,,534,917,,725,300,454,491,5135,2341,416,538,852,741,311,,,256,331,396,311,1106
"Friday, 31 December 2021",,,,,370,109,3275,1479,236,221,780.3920344,516,421,,,,93,22,742,723,,,719,751,222,173,710,1642,722,656,631,274,9,218,311,1134,651,,,507,898,,741,289,406,462,5888,2074,386,443,563,790,269,,,187,292,392,301,705
